strain,mds1,mds2,mds_label,predicted_outlier_status,predicted_LOF_outlier_status,X_scores
A/Singapore/GP1507/2011,-15.608883038168225,9.335334865743144,18,1,1,-0.9653840621266221
A/Alaska/02/2010,-12.48352447400616,1.8545420086557367,19,1,1,-0.9510650799326082
A/SaoPaulo/161110/2010,-15.5378594927826,2.2960217148368622,19,1,1,-0.9631957080130442
A/SaoPaulo/4184/2011,-13.759710881024551,1.0946366944008084,19,1,1,-1.054822549141861
A/SaoPaulo/09-73/2011,-13.832468902486994,1.987655160738519,19,1,1,-1.0174893389083652
A/Florida/26/2009,-12.535757275529967,0.9897354000960016,19,1,1,-1.043545318262639
A/Goias/18068/2010,-11.139732407413199,1.9428592049964,19,1,1,-1.1436019956545092
A/Pennsylvania/24/2009,-12.574295404529007,1.0136862563845128,19,1,1,-1.0436917681505877
A/Thailand/CU-B657/2009,-12.362865821527116,0.8675377411861885,19,1,1,-1.0759375295856022
A/Maryland/16/2009,-10.771154568216392,0.13748838271561148,19,1,-1,-2.1242367578134695
A/Tennessee/15/2009,-12.554484793077028,1.0344093655566218,19,1,1,-1.0374736436787715
A/Pennsylvania/09/2010,-11.633694265796535,1.786304258815938,19,1,1,-1.0008386209105082
A/Thailand/PY08064/2009,-13.361959885953679,0.9193275600010558,19,1,1,-1.045675262585806
A/Kentucky/21/2009,-14.014747141911164,0.7057217647111075,19,1,1,-1.2147537801400161
A/Hawaii/31/2009,-11.982952848500119,2.0193097905647823,19,1,1,-0.9699453236595623
A/Pennsylvania/10/2010,-13.30272467617376,0.8658310596999881,19,1,1,-1.0376579071977265
A/Michigan/05/2010,-12.143254268173369,1.6352487948292804,19,1,1,-0.945346761467156
A/Piaui/8448/2011,-11.737984412157312,1.5898894094397102,19,1,1,-0.944632178342714
A/SaoPaulo/11-21152/2010,-16.38948735186029,1.3134212862304433,19,1,1,-1.1053311947440017
A/Kathmandu/FLUNP09A_387_CP3/2009,-15.306113010700667,0.762926050637707,19,1,1,-1.1311630007475693
A/Vermont/21/2009,-15.523077485596724,0.8399826777785936,19,1,1,-1.1195269109617692
A/Alaska/03/2010,-19.89898488955324,4.073481313239513,19,1,1,-1.0027596163715666
A/Hawaii/09/2010,-16.22657518797967,3.0593789320203437,19,1,1,-0.9940708733750961
A/California/10/2010,-16.360539149190974,2.5257686217562307,19,1,1,-0.9979117699342999
A/NewYork/6630/2009,-13.546584341673231,2.1450036595501114,19,1,1,-0.9987501055551153
A/Vermont/22/2009,-16.2655796926712,2.541026173233347,19,1,1,-1.0018585560396802
A/Delaware/04/2010,-17.382544267576534,2.550388223140712,19,1,1,-1.061911439114117
A/SouthCarolina/04/2010,-15.480439968493457,2.0231790402629835,19,1,1,-0.9794758217365201
A/Riyadh/01/2010,-15.531878451927016,2.1407691581950914,19,1,1,-0.9532245159072158
A/Wisconsin/31/2010,-22.370385711557432,3.6627754669150336,19,1,1,-0.9901133832288609
A/Vermont/11/2011,-22.339332549168105,3.6450229130879848,19,1,1,-0.9975759707286906
A/NorthDakota/02/2011,-23.87553000951885,3.962235465744728,19,1,1,-0.9845451168705276
A/California/16/2010,-19.289149767528567,3.1575672683267464,19,1,1,-1.0033516364782848
A/Connecticut/04/2010,-8.809948994256963,2.8075310869742536,-1,1,-1,-2.9231890939499907
A/Denmark/22/2011,-11.817842844098955,3.1920984392249854,19,1,1,-1.4313877052336124
A/DistritoFederal/59766/2010,-13.110769630780597,2.4997905515635126,19,1,1,-0.9836909392036839
A/DistritoFederal/59753/2010,-11.828900977679064,1.5788872132242842,19,1,1,-0.9266146895974885
A/DistritoFederal/59877/2010,-12.084418534380806,2.4704807668803395,19,1,1,-1.017783007344738
A/SaoPaulo/11-1800/2011,-16.488066717616473,3.2096313163716834,19,1,1,-1.0009559195897448
A/Michigan/04/2010,-13.223114777674914,2.5673591329986323,19,1,1,-0.9908136088480642
A/Virginia/03/2010,-14.659304474910547,2.7706401588719123,19,1,1,-1.1546015020003813
A/DistritoFederal/93487/2010,-20.20071068020448,4.204198951690345,19,1,1,-0.9934008752816297
A/Texas/05/2010,-12.661200483853678,2.270194506061337,19,1,1,-1.0170092681644578
A/Iowa/07/2010,-16.574151875491562,3.127177366448598,19,1,1,-0.9891630032408687
A/Texas/06/2010,-16.46208033058659,3.2522964429772374,19,1,1,-1.0248426879368655
A/Georgia/17/2010,-14.328476064459302,2.74300600508116,19,1,1,-1.1798137041277867
A/Montana/04/2010,-19.949657647510517,3.405084382700964,19,1,1,-0.9799453304719725
A/Ontario/U10611/2010,-16.14440357418744,2.9943359166153085,19,1,1,-0.9885872251512732
A/NewYork/08/2011,-15.251428298853195,2.1433624064554198,19,1,1,-1.0294441744224385
A/Maryland/15/2012,-20.739819418424737,3.1102773140466144,19,1,1,-0.9966889121986563
A/Minnesota/13/2010,-19.941931556772374,2.9749567856971315,19,1,1,-1.006386888622711
A/Minnesota/18/2010,-20.914773031092746,2.339374508651828,19,1,1,-1.0314086740646757
A/Minnesota/19/2010,-22.74431926615523,3.7285505733761966,-1,1,1,-1.0064693469647268
A/Piaui/14202/2011,-21.812780368927807,3.550485549453091,19,1,1,-1.0257816282203964
A/HongKong/H090-781-V1_0_/2009,-20.151593689897812,1.4917292426052875,-1,1,1,-1.091544271015327
A/Australia/19/2009,-12.606353851083064,1.0259402058299247,19,1,1,-1.0385550677298603
A/Managua/1155.01/2010,-14.614235060278881,2.7464627671441124,19,1,1,-1.1569856862251506
A/Managua/305-10/2010,-12.136024468367136,2.497145845002263,19,1,1,-1.045470965983604
A/Managua/3345.02/2010,-12.136024468367136,2.497145845002263,19,1,1,-1.045470965983604
A/Managua/5271.04/2010,-12.81223550027822,2.3268015936054374,19,1,1,-1.0195180151483711
A/Managua/38-11/2011,-14.480416548792856,2.7715000542561565,19,1,1,-1.1455376651252593
A/Managua/4747.04/2010,-12.136024468367136,2.497145845002263,19,1,1,-1.045470965983604
A/Managua/1784.03/2010,-12.129232110790346,2.510659315093257,19,1,1,-1.0524876369904814
A/Managua/2654.01/2010,-12.136024468367136,2.497145845002263,19,1,1,-1.045470965983604
A/Managua/2145.01/2010,-13.083532238709283,2.507782523950136,19,1,1,-0.9853134626537832
A/Managua/3587.02/2010,-13.147377023190147,2.5416748900703867,19,1,1,-0.9833229606268729
A/Managua/3704.06/2010,-13.182068727954269,2.544698160025395,19,1,1,-0.9847425788213341
A/Managua/5744.03/2010,-13.188803177894302,2.5445461754211207,19,1,1,-0.9854591681979846
A/Nicaragua/5929_02/2010,-13.172617915440565,2.540921228463839,19,1,1,-0.9844961900203293
A/SanSalvador/WRAIR3537T/2010,-13.194320994332767,2.548495290698793,19,1,1,-0.9863327881241639
A/Managua/2867.01/2010,-14.399475408313009,2.6008355919687776,19,1,1,-1.1010219711052796
A/Managua/1807.03/2010,-13.130629670067025,2.5421614113914837,19,1,1,-0.9826675454411484
A/Managua/615.02/2010,-16.28138298259465,3.034867045520761,19,1,1,-0.9947651690368456
A/SantoDomingo/WRAIR3514T/2010,-17.214135564685016,1.1249564103846474,19,1,1,-1.2171625865853255
A/SantoDomingo/WRAIR3516N/2010,-15.593967269982738,0.9137283324888528,19,1,1,-1.109930964041899
A/SantoDomingo/WRAIR3516T/2010,-16.976629387783614,1.1441786411351746,19,1,1,-1.1436921683089616
A/Peru/PER013/2010,-10.546115617829106,2.2947573083004844,19,1,-1,-1.553898348483575
A/Peru/PER024/2010,-11.62098620306606,1.7818359114790308,19,1,1,-0.999626271542373
A/Peru/PER083/2010,-11.139732407413211,1.9428592049964,19,1,1,-1.1436019956545047
A/Peru/PER177/2010,-11.638222490648296,1.7746134389375583,19,1,1,-0.9979078378185176
A/Peru/PER325/2010,-11.6132273092563,1.7786136439594566,19,1,1,-1.000201903508483
A/Peru/PER157/2010,-11.229387859291787,1.98410549275014,19,1,1,-1.1192369391722023
A/Peru/PER383/2010,-11.80511893597861,1.8411274016006682,19,1,1,-1.003966743645162
A/Peru/PER068/2010,-11.814693236787965,1.845420186606868,19,1,1,-0.9721105853323777
A/Peru/PER223/2010,-12.234769419962182,1.7179441143783394,19,1,1,-0.9379271238404223
A/Sydney/DD2-02/2010,-11.379677584993965,0.4788554400464321,19,1,-1,-1.5511283660308501
A/Peru/PER308/2010,-11.62287986889388,1.7870273861995356,19,1,1,-0.9998017827268677
A/Peru/PER054/2010,-14.624543858252805,1.7848138661063786,19,1,1,-1.0640875177852105
A/Peru/PER210/2010,-12.34491806472147,1.6646126934973386,19,1,1,-0.9384027585277318
A/Peru/PER362/2011,-11.55225015570459,2.0796113288994547,19,1,1,-1.0267707837887827
A/Peru/PER025/2010,-13.321518709418692,1.6393992106132544,19,1,1,-0.9929573733321929
A/Peru/PER052/2010,-16.461257381011272,2.0999599620481293,19,1,1,-0.9477191057537636
A/Peru/PER053/2010,-12.327613034145205,1.6610690802593595,19,1,1,-0.9444014405990068
A/Peru/PER147/2010,-12.882804746118515,1.3229230034880364,19,1,1,-0.9984376004560845
A/Peru/PER182/2010,-16.06212775087257,0.35316019836183155,19,1,1,-1.2629965935855798
A/Peru/PER379/2010,-14.306004541147413,0.8535059215327374,19,1,1,-1.1527752509097282
A/Peru/PER233/2010,-14.276236952122984,0.8370209638509326,19,1,1,-1.1496693845039585
A/NewYork/20343/2010,-18.00666077444135,2.8555582512096165,19,1,1,-1.1514264320630292
A/Sydney/DD2-01/2010,-12.491865921264164,2.3610434282293977,19,1,1,-1.0189755884190594
A/Peru/PER154/2010,-16.618179645152267,2.1515628702476945,19,1,1,-0.9530445327980251
A/NewYork/20342/2010,-16.753650218170574,0.4160293296514128,19,1,1,-1.3059689995689037
A/Australia/30/2009,-12.522904396333226,0.9792450992416714,19,1,1,-1.0444752418789487
A/HongKong/H090-781-V10/2009,-20.1515936898978,1.4917292426052844,-1,1,1,-1.091544271015327
A/Wisconsin/07/2010,-20.5312846389608,1.076633108163146,-1,1,1,-1.1932332390110685
A/Minnesota/10/2012,-23.471644871586054,3.7361491878212636,19,1,1,-1.009320101518799
A/Kenya/091/2010,-11.139732407413204,1.9428592049964,19,1,1,-1.1436019956545074
A/Kenya/80/2010,-11.618110885033493,1.7780910982098317,19,1,1,-0.9996587725090844
A/Singapore/C2009.589/2009,-12.564243042393162,1.0284047231340998,19,1,1,-1.0394704375448818
A/Singapore/S2009.436/2009,-11.983881639555335,1.1691720980334064,19,1,1,-0.9765373538802505
A/Kenya/096/2010,-12.307018733234043,1.6643597514945363,19,1,1,-0.9431891002254146
A/Singapore/C2010.567/2010,-12.773614460049284,0.3124950031500686,19,1,1,-1.1268493230067276
A/Singapore/H2010.211/2010,-10.636581821801476,0.8212910624575318,19,1,-1,-1.6521145339802181
A/Singapore/C2010.036V/2010,-12.74632394934224,1.9359874262492012,19,1,1,-0.9746018980406058
A/Singapore/C2010.362V/2010,-13.72996916536301,1.9265165298561,19,1,1,-1.0107472719405568
A/Singapore/H2010.370C/2010,-13.755291218430223,1.945718671073276,19,1,1,-1.0106648378488698
A/Singapore/S2010.416a/2010,-13.739275430324565,1.9383229040445016,19,1,1,-1.0108601441075291
A/Singapore/C2010.307/2010,-14.337763650213745,2.2582651429493947,19,1,1,-1.0722059109006277
A/Singapore/H2010.310/2010,-15.8583988889633,2.504668398140643,19,1,1,-0.9805834749207932
A/Singapore/C2010.441/2010,-18.41636115042622,2.694756256394635,19,1,1,-0.9915094830630629
A/Singapore/C2009.934/2009,-15.101172530796148,2.146867718879384,19,1,1,-1.0680955172217268
A/Singapore/C2010.049/2010,-16.017833681888554,2.3887407619926013,19,1,1,-0.9768333845428365
A/Singapore/C2010.304V/2010,-17.7298277431485,2.7443493360370605,19,1,1,-1.135199411499726
A/Singapore/H2010.666C/2010,-15.036363051672527,1.7339700623804772,19,1,1,-1.062506189776284
A/Singapore/H2010.301/2010,-16.360539149191045,2.5257686217562707,19,1,1,-0.9979117699342959
A/Singapore/S2010.345b/2010,-18.056708710725857,2.881832727966325,19,1,1,-1.1000512050256275
A/Singapore/H2010.400/2010,-17.99630501527938,2.8512488326130883,19,1,1,-1.1495537086305205
A/Singapore/S2010.359a/2010,-16.36053914919103,2.5257686217562605,19,1,1,-0.9979117699342968
A/Singapore/C2009.784/2009,-17.288049831208912,1.3330296155930772,19,1,1,-1.185361557671571
A/Singapore/S2010.570/2010,-17.986833169672984,3.472129241788678,19,1,1,-1.1243988978414363
A/Mumbai/2559/2009,-13.35875458229459,0.9464815878901518,19,1,1,-1.043749771410001
A/Mumbai/261/2009,-11.983881639555342,1.1691720980334088,19,1,1,-0.9765373538802505
A/Mumbai/3150/2009,-12.414753528636524,1.089149120697364,19,1,1,-1.0163156981982664
A/Mumbai/3103/2009,-12.905138794902976,0.3538295073038979,19,1,1,-1.1340860555134396
A/Mumbai/3983/2009,-13.44279124437784,0.9715445453548374,19,1,1,-1.071762274817604
A/Mumbai/3067/2009,-13.546584341673212,2.1450036595501034,19,1,1,-0.9987501055551148
A/Mumbai/5460/2010,-13.923111444940073,1.5605074801311232,19,1,1,-1.0200163153103259
A/Mumbai/5256/2010,-17.745810977355433,2.86303502368248,19,1,1,-1.1333815544869021
A/Mumbai/5257/2010,-16.436865179333026,2.5421629816066216,19,1,1,-0.9882062215941249
A/Mumbai/3196/2009,-18.036800720637245,2.8628576305835227,19,1,1,-1.1247910165375927
A/Singapore/GP2240/2009,-11.983881639555342,1.1691720980334042,19,1,1,-0.9765373538802509
A/Singapore/GP3268/2010,-12.900699636971607,2.8945975900577654,19,1,1,-1.0252474852521343
A/Singapore/GP3269/2010,-16.36053914919106,2.5257686217562827,19,1,1,-0.9979117699342946
A/Singapore/TT383/2010,-17.980008471277433,2.8975932484628237,19,1,1,-1.1466763438062109
A/Singapore/GP4180/2010,-19.80626516362645,3.4512819824642853,19,1,1,-1.0021687422773717
A/SantaCruzdoSul/LACENRS-913/2011,-19.18848580922963,1.6798805088365316,19,1,1,-1.0764782392370669
A/SantaMaria/LACENRS-231/2011,-16.1634078186324,2.6698742970847835,19,1,1,-1.0005745194050335
A/SantoAntoniodaPatrulha/LACENRS-60/2011,-13.80390160503191,2.0157619466380217,19,1,1,-1.0055437648985242
A/SapucaiadoSul/LACENRS-779/2011,-21.250616834866797,1.8421215773909252,-1,1,1,-1.0629000797184913
A/Singapore/C2010.614/2010,-18.314073932152976,1.6948046219342183,19,1,1,-1.1165667824645071
A/Nanjing/1/2009,-15.717702683688874,0.8516314993961865,19,1,1,-1.1364206603988531
A/MUWRP-Uganda/359/2012,-20.927224846684453,4.317034302133078,19,1,1,-1.009986946516165
A/MUWRP-Uganda/362/2012,-20.456105139294763,3.777280175769472,19,1,1,-0.9897811133773924
A/Singapore/N1607/2009,-15.914599589620352,1.4556860336782862,19,1,1,-1.0346302366531577
A/Mumbai/2516/2009,-16.761689936205546,0.7701405149453395,19,1,1,-1.2316570140798757
A/Kenya/095/2010,-16.548545120508013,2.126412691856042,19,1,1,-0.9524836292043753
A/Ontario/007/2010,-13.155194651307905,1.6541512043666418,19,1,1,-0.9710967829213875
A/Mumbai/2349/2009,-19.91947406708439,0.420127196338644,-1,1,1,-1.3880118526777456
A/Mumbai/5420/2010,-26.00166948157552,4.372121556140724,-1,1,1,-1.0322889650435774
A/Singapore/KK7/2011,-15.179537093127616,1.9272029448067591,19,1,1,-1.0356828011140176
A/Australia/46/2009,-13.385526131576936,0.9238158567155916,19,1,1,-1.05459985366035
A/Boston/DOA60/2011,-24.115046915851778,4.121761052886194,19,1,1,-0.9767283628619289
A/Boston/DOA63/2011,-18.21940436392782,3.800698017147462,19,1,1,-1.1076150608981101
A/NewYork/WC-LVD-10-003/2010,-19.03355995879393,2.9001783571046333,19,1,1,-1.0072729882543268
A/Boston/DOA82/2011,-24.11504691585179,4.1217610528861846,19,1,1,-0.9767283628619289
A/Boston/DOA12/2011,-18.523595193903414,4.056644874727058,19,1,1,-1.0372036832034957
A/Boston/DOA61/2011,-20.29544378112247,4.589578970606565,-1,1,1,-1.0430681390008658
A/Boston/DOA64/2011,-22.356554608807734,3.6512033432089535,19,1,1,-0.9981260846512445
A/Boston/DOA24/2011,-21.416481993440414,2.3942002703130765,19,1,1,-1.0247464418016168
A/Shiraz/08/2016,-17.705116238166674,7.0630875644297495,-1,1,1,-1.3476816613999385
A/CzechRepublic/1/2014,-10.468201982034683,21.878978991408463,-1,1,1,-1.2022892526879563
A/CzechRepublic/166/2013,-4.057182947281992,18.117446197384247,36,1,1,-1.0124502936891333
A/CzechRepublic/217/2013,-4.792094509508063,18.716872059256424,36,1,1,-1.0058326202797043
A/CzechRepublic/200/2013,-7.664626168543929,20.976178729011906,34,1,1,-0.9975674773564316
A/CzechRepublic/216/2013,-6.085088656088902,19.75151609847182,35,1,1,-1.0022686134692484
A/CzechRepublic/218/2013,-3.4187844915730787,18.021583421435317,-1,1,1,-1.0669305337866237
A/CzechRepublic/121/2012,-2.7732556653568516,11.933617607088694,31,1,1,-1.0544248605091635
A/CzechRepublic/76/2012,-3.8431723626711287,12.30426844074682,31,1,1,-1.0684582644501077
A/Jordan/B1376/2011,-3.6663340805689337,12.981739846747892,31,1,1,-1.0009868346808093
A/Jordan/C2308/2011,-3.9083342573670263,13.132014172000494,31,1,1,-0.9542058160303115
A/Seoul/A219/2012,-4.142153567511502,11.580414566721144,31,1,1,-1.125536150134939
A/CzechRepublic/119/2012,-18.870816967087016,10.364861202017618,18,1,1,-1.027053496042544
A/CzechRepublic/131/2012,-7.991277228486375,10.182150936561996,18,1,1,-0.9799676959275796
A/Jordan/A0328/2011,-13.029828771498954,8.151832329639609,18,1,1,-1.2070573743704107
A/Jordan/A0393/2012,-11.836971871051118,7.752566941417912,18,1,1,-1.0372837767905536
A/Jordan/C2312/2011,-11.841999087425055,7.7293216837402365,18,1,1,-1.0395885962637335
A/Jordan/B1386/2012,-12.599729976575393,7.741276330682327,18,1,1,-1.023070721678058
A/Jordan/B1364/2011,-12.073140448944626,7.608693481723511,18,1,1,-0.989161546050334
A/Jordan/C2307/2011,-11.107660672297882,7.422383401188493,18,1,1,-0.9881458652395001
A/Jordan/B1378/2011,-17.23344009154568,10.503228956277775,18,1,1,-1.1991784333577478
A/Jordan/C2303/2011,-17.734276943687078,10.294895369544491,18,1,1,-0.9741798212805539
A/Jordan/A0123/2011,-15.289389724991024,12.538787894194126,-1,1,-1,-1.7586376855535804
A/Seoul/B51/2012,-19.81769194976357,10.344078660842888,18,1,1,-1.1067858005108007
A/Jordan/A0317/2011,-18.54638396751528,11.12109702698294,18,1,1,-1.0120937606810643
A/Jordan/C2285/2011,-21.883157985850143,13.105933118519786,-1,1,1,-1.2738449985566707
A/Jordan/B1129/2011,-19.99269774354343,2.4950745722904406,19,1,1,-1.0181507979969957
A/Jordan/C2102/2011,-16.610060832186726,1.9336270850042228,19,1,1,-0.9583127858868623
A/Jordan/C2100/2011,-10.80861676198846,1.8159990686414635,19,1,1,-1.3036535612547158
A/Jordan/B1370/2011,-15.730264303886145,16.198208933742713,-1,1,1,-1.0937755560700537
A/Ekaterinburg/RII06/2012,-4.393870021050267,13.292897368796947,31,1,1,-1.0210065791273055
A/Kaliningrad/RII15/2012,-4.987624599726924,12.09941512159599,31,1,1,-1.3379124379451395
A/Kaliningrad/RII09/2012,-4.955449966367697,12.065327990908475,31,1,1,-1.3361233952271194
A/Novosibirsk/RII25/2012,-4.753466812124999,13.382100733610725,31,1,1,-1.0845113983703731
A/Novosibirsk/RII08/2012,-3.959575937722246,12.490859943803036,31,1,1,-1.212888110974781
A/Novosibirsk/RII09/2012,-3.959575937722246,12.490859943803036,31,1,1,-1.212888110974781
A/Novosibirsk/RII14/2012,-2.54110988862202,10.898813192039317,-1,1,1,-1.3986778376501312
A/SaintPetersburg/RII16/2012,-5.626731297295238,13.715994914719598,31,1,1,-1.3963828913386969
A/Voroneg/RII03/2012,-9.363123406706539,16.10803098420661,-1,1,1,-1.256774525656029
A/Netherlands/034/2010,-6.872533272656143,8.682537233896348,-1,1,1,-1.0809203684714686
A/Petrozavodsk/RII01/2012,-16.02559613735773,9.499552985949538,18,1,1,-1.0042046172941679
A/Astrakhan/RII65/2011,-13.39437600105616,7.466401832160393,18,1,1,-1.3386829507690163
A/Ekaterinburg/RII13/2012,-10.10801107002509,6.12580010332416,18,1,-1,-1.5167623537142787
A/Brisbane/11/2012,-23.72976252401388,5.785872078616498,19,1,1,-0.9913548593050783
A/Sydney/1001/2012,-24.728330195187414,7.629095859060786,-1,1,1,-1.06510543960971
A/Victoria/641/2012,-25.82109707971968,6.464718179421966,-1,1,1,-1.041095338188531
A/Santiago/p38-2012d1/2012,-29.881699272768593,10.596553708529678,-1,1,-1,-2.3589116505120065
A/Brisbane/61/2012,-30.08377817580556,11.736033548271873,-1,1,-1,-1.8335561836727035
A/Victoria/27/2012,-28.223826921289987,10.193272137988773,-1,1,-1,-1.659871685601105
A/Victoria/346/2012,-30.135998136465503,11.828079454301953,-1,1,-1,-1.8428037568738707
A/Victoria/173/2012,-32.058071809754246,13.241444067720812,-1,1,-1,-1.8273182485764825
A/Canberra/5/2012,-26.32534732995227,8.755203808406645,-1,1,1,-1.26370503512965
A/Perth/296/2012,-31.94432640570788,12.991158238947682,-1,1,-1,-1.7992953472260038
A/Townsville/1004/2012,-33.93746053099433,14.450222887445161,-1,1,-1,-2.3201207817920317
A/Victoria/175/2012,-25.800651949594727,8.753967825635991,-1,1,1,-1.225823550800917
A/SouthAustralia/133/2012,-28.74189858762004,4.5200447457967075,17,1,-1,-1.8008700838752685
A/SouthAustralia/36/2012,-24.11648698978898,5.4573429992455535,19,1,1,-0.9881888378438036
A/Georgia/09/2011,-21.334141130125037,4.838702784294703,-1,1,1,-1.0411540166966027
A/Tunisia/2334/2013,-23.429784940386316,5.3695858644354,19,1,1,-0.989705728053526
A/Tunisia/2635/2013,-24.838642314815946,5.81594612757536,19,1,1,-0.9936300860070306
A/Thailand/FLU_PMKA1493/2011,-22.037237988234843,5.85682446965539,-1,1,1,-1.051675832510042
A/Tunisia/1199/2013,-29.45579023364959,8.490552868036971,-1,1,-1,-2.499921568754763
A/Indonesia/FLUEJKSV0026/2012,-21.523768673418285,6.179623180272678,-1,1,1,-1.1391065085444207
A/Utah/17/2012,-23.421063763056164,7.183403590288027,-1,1,1,-1.039574560436863
A/Jakarta/FLUEJKSV0024/2012,-23.095875715957394,6.86728286281774,-1,1,1,-1.0443630637672907
A/Thailand/CU-H3141/2012,-26.38587253582641,6.6952410879281175,-1,1,1,-1.0733634868858695
A/Moscow/1514A00504942N/2012,-24.7024498985768,4.775016928906638,19,1,1,-0.9722170443792374
A/Pennsylvania/15/2011,-23.612677245281603,6.762419306594551,-1,1,1,-1.0309049088440512
A/Louisiana/09/2012,-25.979860063240608,6.924555356685004,-1,1,1,-1.0726853590833227
A/Singapore/TT816/2011,-22.788571430756026,6.338847572707282,-1,1,1,-1.0356445052818881
A/Texas/83/2012,-29.76254306435912,8.983433546736387,-1,1,-1,-2.3629720753724923
A/Lebanon/11L007/2011,-26.14828367494573,5.183499662119561,-1,1,1,-1.039126889053803
A/NorthCarolina/13/2012,-24.636907772094318,6.002766560001137,19,1,1,-0.9959819541112745
A/Ekaterinburg/RII3/2012,-24.673499029880233,4.185231280506937,19,1,1,-0.9845618999710973
A/SaintPetersburg/RII25/2012,-24.497588266563266,4.286278873937096,19,1,1,-0.9781942847964149
A/SaintPetersburg/RII23/2012,-21.56280758078808,7.406103940472742,-1,1,1,-1.2049282643699137
A/Singapore/GP3727/2010,-16.27163830313619,1.2680030449304631,19,1,1,-1.0980722309677582
A/SaintPetersburg/RII31/2012,-15.459112478887816,9.712433607795852,18,1,1,-1.0112463454656246
A/SaintPetersburg/RII60/2012,-17.766310537500935,10.915126225301067,18,1,1,-0.9743516646342133
A/Cambodia/W0908340/2012,-24.95962778610701,16.062602845992735,-1,1,1,-1.3990372108777096
A/Amman/1514A01004465T/2011,-14.048395194777553,14.550468425215325,-1,1,1,-1.0670519071530655
A/Bushehr/59000/2013,-6.3809161046144105,1.800550253997596,-1,1,-1,-2.7484813363334766
A/Shiraz/05/2016,-6.218811744727467,1.3976715799879185,-1,1,-1,-3.2617844472364665
A/Shiraz/09/2016,-18.26158897649269,8.198870187229494,18,1,1,-1.1721945718119948
A/Shiraz/04/2016,-19.379879348705927,6.488106131307125,-1,1,1,-1.32509148199589
A/Tehran/34891/2013,-15.739236564475686,4.792682779743805,-1,1,-1,-2.023671143278306
A/Shiraz/28/2016,-6.438612179450319,-0.05253102513028572,-1,-1,-1,-4.429027430500359
A/Tehran/44476/2013,-5.657155450853659,0.07438705536569155,-1,-1,-1,-4.3210266325550295
A/Tunisia/716/2012,-24.281569781260227,5.788425639683987,19,1,1,-0.9926482352585213
A/SouthAustralia/2/2013,-22.193884297689184,14.194473015017744,-1,1,1,-1.4017252099372588
A/Victoria/1002/2012,-21.500219288372378,17.227097148503088,-1,1,-1,-1.5324009665485943
A/Victoria/43/2012,-4.873840229173854,6.7123815480600495,-1,1,-1,-1.6259094230437943
A/Victoria/535/2012,-4.85290239378232,6.264186139097927,-1,1,-1,-1.7485864663256259
A/Victoria/50/2012,-3.0133090173673294,5.561275104380618,-1,1,-1,-2.0647262291203434
A/Thailand/FLU_PMKA1835/2012,-27.494249011902056,18.537323746308914,-1,1,-1,-1.528094290089855
A/Jordan/D3614/2012,4.7948832232203085,1.3650966116979322,-1,1,1,-1.2228395741867204
A/Kenya/246/2012,-29.290725798730275,4.3048352976870765,17,1,-1,-1.7832711754741948
A/Kenya/251/2012,-31.7703696401655,8.582129703575317,-1,1,-1,-2.4085635824136906
A/Kenya/248/2012,-25.08098325815724,3.711082511189967,-1,1,1,-1.0200208610252322
A/Kenya/249/2012,-29.5674405026448,4.558174420744646,17,1,-1,-1.7049818578879896
A/Kenya/250/2012,-28.32550830997997,5.0466688444566845,-1,1,1,-1.2864757117682941
A/Singapore/GP125/2011,-20.662166190563408,3.2846947132706052,19,1,1,-0.9978339711663653
A/Singapore/GP429/2011,-19.320824944050504,3.865321767820989,19,1,1,-1.0038703013569874
A/Singapore/KK566/2011,-23.405784649791514,13.04289808009925,-1,1,1,-1.3800114850488046
A/Fukushima/01-23/2011,-22.084188451985945,7.427194278450923,-1,1,1,-1.172648529100669
A/Kenya/078/2010,-27.883729392062968,4.812734738380724,-1,1,1,-1.2893767488481203
A/Singapore/TT556/2011,-27.804281566531373,16.087555829516116,-1,1,1,-1.2664175881519868
A/Mumbai/2832/2009,-32.33628763955644,-0.13357724617133698,-1,-1,-1,-4.882877435989274
A/Korea/KUMC-GR226/2011,6.2296767593975595,6.64573095427278,-1,1,1,-1.125421587931525
A/Minab/797/2011,2.6046915482407336,-2.5791663033390853,-1,1,-1,-1.6000894719534333
A/Tehran/817/2012,-31.02578800729743,16.194624070957104,-1,1,-1,-1.6636903151996514
A/Tehran/900/2012,-47.7825020106737,9.853576779587476,-1,1,1,-1.0669708816626091
A/AddisAbaba/1514A07305892N/2013,1.2207824531097893,20.662718779245672,-1,1,1,-1.476285075146412
A/Georgia/516/2014,1.2993743265916122,19.90256950164588,-1,1,1,-1.2861235610358706
A/SaudiArabia/01/2013,1.2576087162926783,19.48308125353922,-1,1,1,-1.2785263403958789
A/Georgia/573/2014,1.0079729167641045,20.656615336580906,-1,1,1,-1.3952877088197695
A/Georgia/514/2014,1.1315156019182921,20.717496418766547,-1,1,1,-1.470100302424841
A/California/62/2013,0.5125829123168727,19.61681756459932,25,1,1,-1.084940880033135
A/Guam/3415/2013,0.09992674540459258,19.99743054456452,25,1,1,-0.9672467062801331
A/Thailand/KS10532/2013,0.04970147290740716,19.790538796249155,25,1,1,-0.9800170967165005
A/Thailand/CU-B7367/2012,-0.053182793573816285,20.174794197817786,25,1,1,-0.9681818755527012
