,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256
A/Bahrain/NHRC-OID_ESX0121A/2018,62,57,60,64,50,51,50,50,52,51,55,50,49,56,56,57,51,51,51,57,54,52,54,53,50,50,54,57,50,48,54,53,55,52,50,58,49,49,47,49,48,51,53,53,49,47,63,47,50,51,48,50,52,50,52,54,50,50,58,61,60,55,50,52,52,51,49,51,51,52,51,56,49,45,55,57,59,52,48,52,48,12,16,12,11,14,13,16,20,21,14,11,17,20,17,19,17,21,15,22,28,18,18,31,28,24,27,23,22,24,22,23,28,25,25,27,24,27,16,19,25,29,29,29,23,19,0,3,4,16,9,10,15,13,22,31,30,25,24,30,29,19,15,20,23,13,15,16,18,13,23,42,18,31,29,25,30,34,38,35,29,26,27,41,33,28,31,31,29,29,31,29,32,31,28,30,33,25,24,26,27,26,31,31,33,35,30,30,30,26,27,25,28,28,27,26,28,26,27,28,29,31,28,28,28,25,29,29,29,27,30,29,31,28,25,27,29,29,32,28,28,28,28,34,28,35,41,72,82,74,77,76,81,82,81,83,84,83,86,85,89,87,91,88,88,90,89,85,87,86,85,82,81,60,71,68,49
A/Germany/9360/2019,63,58,61,65,51,52,51,51,53,52,56,51,50,57,57,58,52,52,52,58,55,53,55,54,51,51,55,58,51,49,55,54,56,53,51,59,50,50,48,50,49,52,54,54,52,50,64,48,51,52,49,51,53,51,53,55,51,51,59,62,61,56,51,53,53,52,50,52,52,53,52,57,50,46,56,58,60,53,49,53,49,13,17,13,12,15,14,17,21,22,15,14,18,21,18,22,20,24,18,23,29,19,19,32,29,25,28,24,23,25,23,24,29,26,26,28,25,28,19,20,26,30,30,30,24,20,3,0,5,17,10,11,16,14,23,32,31,26,25,31,30,20,16,21,24,16,18,19,21,16,26,43,19,32,30,26,33,37,39,36,30,27,28,42,34,29,32,32,30,30,32,30,33,32,29,31,34,26,25,27,28,27,32,32,34,36,31,31,31,27,28,26,29,29,28,27,29,27,28,29,30,32,29,29,29,26,30,30,30,28,31,32,32,29,26,28,30,30,33,29,29,29,29,35,29,36,42,73,81,73,76,75,80,81,80,82,83,82,85,84,88,86,90,87,87,89,88,84,86,85,84,85,82,63,72,69,52
A/Germany/8914/2019,64,59,62,66,52,53,52,52,54,53,57,52,51,58,58,59,53,53,53,59,56,54,56,55,52,52,56,59,52,50,56,55,57,54,52,60,51,51,49,51,50,53,55,55,53,51,65,49,52,53,50,52,54,52,54,56,52,52,60,63,62,57,52,54,54,53,51,53,53,54,53,58,51,47,57,59,61,54,50,54,50,14,18,14,13,16,15,18,22,23,16,15,19,22,19,23,21,25,19,24,30,20,20,33,30,26,29,25,24,26,24,25,30,27,27,29,26,29,20,20,27,31,31,31,25,21,4,5,0,13,11,12,17,15,24,33,32,27,26,32,31,21,17,22,25,17,19,20,22,17,27,44,20,33,31,27,34,38,39,36,30,27,28,42,34,29,32,32,30,30,32,30,33,32,29,31,34,26,25,27,28,27,32,32,34,36,31,31,31,27,28,26,29,29,28,27,29,27,28,29,30,32,29,29,29,26,30,30,30,28,31,32,32,29,26,28,30,30,33,29,29,29,29,35,29,36,43,71,84,76,79,78,83,84,83,85,86,85,88,87,91,89,93,90,90,92,91,87,89,88,87,86,83,64,73,70,53
A/Homosapien/China/LS205/2018,66,61,64,68,54,55,54,54,56,55,59,54,53,60,60,61,55,55,55,61,58,56,58,57,54,54,58,61,54,52,58,57,59,58,54,62,53,53,53,53,52,55,57,57,55,53,67,51,54,55,52,54,56,54,56,58,54,54,62,65,64,59,54,56,56,55,53,55,55,56,55,60,53,49,59,61,63,54,52,56,52,20,24,20,15,18,17,20,24,25,22,21,25,26,23,27,25,25,23,26,32,22,22,35,32,28,31,25,26,28,26,29,32,29,29,31,28,31,24,23,29,33,33,33,25,23,16,17,13,0,17,18,19,17,26,35,34,29,28,34,33,23,19,24,27,21,23,24,24,21,29,46,24,35,33,27,34,38,36,33,27,24,25,39,31,26,29,29,23,23,25,23,26,25,22,24,27,19,18,20,21,20,25,25,27,29,28,28,28,20,21,19,22,22,21,20,22,21,21,22,24,25,22,22,22,19,23,23,23,21,24,25,25,22,19,21,23,23,26,22,22,22,22,29,26,29,47,73,84,76,79,78,83,84,83,85,86,85,88,87,91,89,93,90,90,92,91,87,89,88,87,86,83,66,75,72,53
A/Germany/7025/2018,57,52,55,59,45,46,45,45,47,46,50,45,44,51,51,52,46,46,46,52,49,47,49,48,45,47,49,52,45,43,49,48,50,49,47,53,46,44,44,44,43,46,48,48,47,44,58,42,45,46,43,45,47,45,47,49,45,45,53,56,55,50,45,47,47,46,44,46,46,47,46,51,44,40,50,52,54,47,43,47,43,7,11,7,6,9,8,11,15,16,9,8,12,15,12,18,16,18,12,17,23,13,13,26,25,19,22,18,17,19,17,18,23,20,20,22,19,22,15,14,20,24,24,24,18,14,9,10,11,17,0,5,10,8,17,25,24,19,18,24,23,14,10,15,18,10,12,15,15,10,20,37,13,26,24,20,27,31,33,30,24,21,22,36,28,23,26,26,24,24,26,24,27,26,23,25,28,20,19,21,22,21,26,26,28,30,25,25,25,21,22,20,23,23,22,21,23,21,22,23,24,26,23,23,23,20,24,24,24,22,25,26,26,23,20,22,24,24,27,23,23,23,23,29,23,30,36,67,76,68,71,70,75,76,75,77,78,77,80,79,83,81,85,82,82,84,83,79,81,80,79,81,78,57,66,63,46
A/Guam/7145/2018,58,53,56,60,46,47,46,46,48,47,51,46,45,52,52,51,47,47,47,53,50,48,50,49,46,48,50,53,46,44,50,49,51,50,48,54,47,45,45,45,42,47,49,49,48,45,59,43,46,47,44,46,48,46,48,50,46,46,54,57,56,51,46,48,48,47,45,47,47,48,47,50,45,39,51,53,55,46,44,48,44,8,12,8,7,10,9,12,16,17,10,9,13,16,13,19,17,19,13,18,24,14,14,27,26,20,23,19,18,20,18,19,24,21,21,23,20,23,16,15,21,25,25,25,19,15,10,11,12,18,5,0,11,9,18,27,26,21,20,26,25,15,11,16,19,11,13,16,16,11,21,38,14,27,25,21,28,32,34,31,25,22,23,37,29,24,27,27,25,25,27,25,28,27,24,26,29,21,20,22,23,22,27,27,29,31,26,26,26,22,23,21,24,24,23,22,24,22,23,24,25,27,24,24,24,21,25,25,25,23,26,27,27,24,21,23,25,25,28,24,24,24,24,30,24,31,37,68,78,70,73,72,77,78,77,79,80,79,82,81,85,83,87,84,84,86,85,81,83,82,81,82,79,58,67,64,47
A/SouthKorea/7428/2018,57,52,55,59,45,46,45,45,47,46,50,45,44,51,51,52,46,46,46,52,49,47,49,48,45,47,49,52,45,43,49,48,49,49,47,53,46,44,44,44,43,46,48,48,45,44,58,42,45,46,43,45,47,45,47,49,45,45,53,56,55,50,45,47,47,46,44,46,46,47,46,51,44,40,50,52,54,47,43,47,43,13,17,13,8,11,2,11,15,18,15,14,18,19,16,22,20,20,16,19,23,13,13,26,25,19,22,18,17,19,17,20,23,20,20,22,17,22,19,18,20,24,24,24,18,12,15,16,17,19,10,11,0,10,19,28,25,22,21,27,24,12,10,9,18,14,16,19,19,14,24,37,17,28,26,22,31,35,33,30,24,21,22,36,28,23,26,26,24,24,26,24,27,26,23,25,28,20,19,21,22,21,26,26,28,30,25,25,25,21,22,20,23,23,22,21,23,22,22,23,24,26,23,23,23,20,24,24,24,22,25,26,26,23,20,21,24,24,27,23,23,23,23,29,23,30,36,67,79,71,74,73,78,79,78,80,81,80,83,82,86,84,88,85,85,87,86,82,84,83,82,83,79,57,66,65,46
A/Japan/6954/2018,55,50,53,57,43,44,43,43,45,44,48,43,42,49,49,50,44,44,44,50,47,45,47,46,43,45,47,50,43,41,47,46,48,47,45,51,44,42,42,42,41,44,46,46,47,44,56,40,43,44,41,43,45,43,45,47,43,43,51,54,53,48,43,45,45,44,40,44,44,45,44,49,42,38,48,50,52,45,41,45,41,11,15,11,6,9,8,11,15,14,13,12,16,17,14,20,18,20,14,17,23,13,13,24,23,19,22,18,17,19,17,20,23,20,20,22,19,22,17,16,20,22,22,22,18,14,13,14,15,17,8,9,10,0,15,24,23,18,17,23,22,14,10,15,18,12,14,17,17,12,22,33,15,26,24,20,29,33,33,30,24,21,22,36,28,23,26,26,24,24,26,24,27,26,23,25,28,20,19,21,22,21,26,26,28,30,25,25,25,21,22,20,23,23,22,21,23,22,22,23,24,26,23,23,23,20,24,24,24,22,25,26,26,23,20,22,24,24,27,23,23,23,23,29,23,30,36,65,75,67,70,69,74,75,74,76,77,76,79,78,82,80,84,81,81,83,82,78,80,79,78,79,76,55,64,61,44
A/Germany/9056/2019,57,52,55,59,40,41,40,40,42,41,45,40,39,46,46,47,41,41,41,47,44,42,44,43,40,42,44,47,40,38,44,43,45,44,42,48,41,45,41,41,42,45,47,47,54,51,53,37,40,41,38,40,42,40,42,44,40,40,48,51,50,45,40,42,42,41,39,41,41,42,41,46,45,37,45,47,49,44,38,44,40,20,22,20,15,18,17,18,22,1,22,21,25,26,23,29,27,29,23,26,32,22,22,21,34,26,29,25,24,26,24,27,30,27,25,29,26,29,26,25,26,25,25,25,25,23,22,23,24,26,17,18,19,15,0,17,16,11,10,16,15,23,19,24,27,20,22,26,26,21,31,38,24,35,33,29,38,42,42,39,33,30,31,45,37,32,35,35,33,33,35,33,36,35,32,34,37,29,28,30,31,30,35,35,37,38,34,34,34,30,31,29,32,32,31,30,32,31,31,32,33,33,32,30,32,29,31,31,33,31,34,35,33,32,29,31,33,33,36,32,32,32,32,38,32,39,39,65,76,70,73,72,77,78,77,77,78,77,80,79,83,81,85,82,82,84,83,77,81,80,79,78,75,56,66,63,47
A/Belgium/8876/2019,66,61,64,68,49,50,49,49,51,50,54,49,48,55,55,56,50,50,50,56,53,51,53,52,49,49,53,56,49,47,53,52,54,53,51,57,50,54,50,50,51,54,56,56,63,60,62,46,49,50,47,49,51,49,49,51,49,49,57,60,59,54,49,51,51,50,48,50,50,51,50,55,54,46,54,54,58,53,47,53,49,29,33,29,24,27,26,29,33,16,31,30,32,35,32,38,36,38,32,35,41,31,31,30,43,35,38,34,33,35,33,36,39,36,36,38,35,38,35,34,33,34,34,34,34,32,31,32,33,35,25,27,28,24,17,0,15,10,9,15,14,32,28,33,36,29,31,35,33,30,38,45,33,44,42,38,47,51,51,48,42,39,40,52,46,41,44,44,42,42,44,42,45,44,41,43,46,38,37,39,40,39,42,44,46,47,43,43,43,37,38,38,41,41,40,39,41,40,40,41,40,42,41,41,41,38,40,40,42,40,43,44,42,41,38,40,42,42,43,41,39,41,41,47,41,48,43,73,83,77,80,79,82,83,82,84,85,84,87,86,90,88,92,89,89,91,90,86,88,87,84,87,84,65,75,72,56
A/England/8892/2019,63,58,61,65,48,49,48,48,50,49,53,48,47,54,54,55,49,49,49,55,52,50,52,51,48,50,52,55,46,46,52,51,53,52,50,56,49,53,49,49,50,53,55,55,60,59,61,45,48,49,46,48,50,48,48,50,48,48,56,59,58,53,48,50,50,49,47,49,49,50,49,54,53,45,53,53,57,52,46,52,48,28,32,28,23,24,25,28,32,15,30,29,33,33,31,37,35,37,31,34,40,30,30,29,42,34,37,33,32,34,32,35,38,35,35,37,34,37,34,33,34,33,33,33,33,31,30,31,32,34,24,26,25,23,16,15,0,9,8,4,13,31,27,32,35,28,30,34,32,29,37,46,32,43,41,37,46,50,50,47,41,38,39,53,45,40,43,43,41,41,43,41,44,43,40,42,45,37,36,38,39,38,41,43,45,46,42,42,42,38,37,37,40,40,39,38,40,39,39,40,41,41,40,40,40,37,39,39,41,39,42,43,41,38,37,39,41,41,44,40,40,40,40,46,40,47,46,74,82,76,79,78,83,84,83,83,82,83,86,85,89,87,91,88,88,90,89,85,87,86,85,86,83,64,70,69,55
A/Italy/7842/2019,58,55,58,62,43,44,43,43,45,44,48,43,42,49,49,50,44,44,44,50,47,45,47,46,43,45,47,50,43,41,47,46,48,47,45,51,44,48,44,44,45,48,50,50,57,54,56,40,43,44,41,43,45,43,43,45,43,43,51,54,53,48,43,45,45,44,42,44,44,45,44,49,48,40,48,48,52,47,41,47,43,23,27,23,18,21,20,23,27,10,23,24,28,29,26,32,30,32,26,29,35,25,25,24,37,29,32,28,27,29,27,30,33,30,30,32,29,32,29,28,29,28,28,28,28,26,25,26,27,29,19,21,22,18,11,10,9,0,3,9,8,26,22,27,30,23,25,29,27,24,32,41,27,38,36,32,41,45,43,40,36,33,34,46,38,33,38,38,36,36,38,36,39,38,35,37,40,32,31,33,34,33,36,38,40,41,37,37,37,33,32,32,35,35,34,33,35,34,34,35,36,36,35,35,35,32,34,34,36,34,37,38,36,35,32,34,36,36,39,35,35,35,35,41,35,42,41,69,77,71,74,73,78,79,78,78,79,78,81,80,84,82,86,83,83,85,84,80,82,81,80,81,78,59,69,64,50
A/Japan/8262/2019,59,54,57,61,42,43,42,42,44,43,47,42,41,48,48,49,43,43,43,49,46,44,46,45,42,44,46,49,42,40,46,45,47,46,44,50,43,47,43,43,44,47,49,49,56,53,55,39,42,43,40,42,44,42,42,44,42,42,50,53,52,47,42,44,44,43,41,43,43,44,43,48,47,39,47,47,51,46,40,46,42,22,26,22,17,20,19,22,26,9,24,23,27,28,25,31,29,31,25,28,34,24,24,23,36,28,31,27,26,28,26,29,32,29,29,31,28,31,28,27,28,27,27,27,27,25,24,25,26,28,18,20,21,17,10,9,8,3,0,8,7,25,21,26,29,22,24,28,26,23,31,40,26,37,35,31,40,44,44,41,35,32,33,47,39,34,37,37,35,35,37,35,38,37,34,36,39,31,30,32,33,32,35,37,39,40,36,36,36,32,31,31,34,34,33,32,34,33,33,34,35,35,34,34,34,31,33,33,35,33,36,37,35,34,31,33,35,35,38,34,34,34,34,40,34,41,40,68,76,70,73,72,77,78,77,77,78,77,80,79,83,81,85,82,82,84,83,79,81,80,79,80,77,58,68,65,49
A/Germany/9344/2019,63,58,61,65,48,49,48,48,50,49,53,48,47,54,54,55,49,49,49,55,52,48,52,51,48,50,52,55,46,46,52,51,53,52,50,54,49,53,49,49,50,53,55,55,62,59,61,45,48,49,46,48,50,48,48,50,48,48,56,59,58,53,48,50,48,49,47,49,49,50,49,54,53,45,53,53,55,52,46,52,48,28,32,28,23,24,25,28,32,15,30,29,33,33,31,37,35,37,31,34,40,30,30,29,42,34,37,33,32,34,32,35,38,35,35,37,34,37,34,33,34,33,33,33,33,31,30,31,32,34,24,26,27,23,16,15,4,9,8,0,13,31,27,32,35,28,30,34,32,29,37,46,32,43,41,37,46,50,50,47,41,38,39,53,45,40,43,43,41,41,43,41,44,43,40,42,45,37,36,38,39,38,41,43,45,46,42,40,40,38,37,37,40,40,39,38,40,39,39,40,41,41,40,40,40,37,39,39,41,39,42,43,41,38,37,39,41,41,44,40,40,40,40,46,40,47,46,74,82,76,79,78,83,84,83,83,82,83,86,85,89,87,91,88,88,90,89,85,87,86,85,86,83,64,72,69,55
A/England/7963/2019,64,59,62,66,47,48,47,47,49,48,52,47,46,53,53,54,48,48,48,54,51,49,51,50,47,49,51,54,47,45,51,50,52,51,49,55,48,52,48,48,49,52,54,54,61,58,60,44,47,48,45,47,49,47,47,49,47,47,55,58,57,52,47,49,49,48,46,48,48,49,48,53,52,44,52,52,56,51,45,51,47,27,31,27,22,25,22,27,31,14,29,28,32,33,30,36,34,36,30,33,39,29,29,28,41,33,36,32,31,33,31,34,37,34,34,36,33,36,33,32,33,32,32,32,32,30,29,30,31,33,23,25,24,22,15,14,13,8,7,13,0,30,26,27,34,27,29,33,31,28,36,45,31,42,40,36,45,49,49,46,40,37,38,50,44,39,42,42,40,40,42,40,43,40,39,41,44,36,35,37,38,37,40,42,44,45,41,41,41,37,36,36,39,39,38,37,39,38,38,39,40,40,39,39,39,36,38,38,40,38,41,42,40,39,36,38,40,40,43,39,39,39,39,45,39,46,43,73,81,75,78,77,82,83,82,82,83,82,85,84,88,86,90,87,87,89,88,84,86,85,84,85,82,63,73,70,54
A/Germany/7220/2018,57,52,55,59,45,46,45,45,47,46,50,45,44,51,51,52,46,46,46,52,49,47,49,48,45,47,49,52,45,43,49,48,50,49,47,52,46,44,44,44,43,46,48,48,47,44,58,42,45,46,43,45,47,45,47,47,45,45,53,56,55,50,45,47,47,46,44,46,46,47,46,51,44,40,50,52,54,47,43,47,43,17,21,17,12,15,10,15,19,22,19,18,22,23,20,26,24,26,18,23,27,17,17,30,29,23,26,22,21,23,21,24,27,24,24,26,23,26,23,22,24,28,28,28,22,16,19,20,21,23,14,15,12,14,23,32,31,26,25,31,30,0,14,17,22,18,19,23,23,18,28,41,21,32,30,26,33,37,37,34,28,25,26,40,32,27,30,30,28,27,30,28,31,30,27,29,32,24,23,25,26,25,28,30,32,34,29,27,27,25,26,24,27,27,26,25,27,26,26,27,28,30,27,27,27,24,28,28,28,26,29,30,30,27,24,26,28,28,31,27,27,26,27,33,27,34,42,67,79,71,74,71,78,79,78,80,81,80,83,82,86,84,88,85,85,87,86,82,84,83,82,83,80,57,68,65,46
A/SouthKorea/7186/2018,57,52,55,59,43,44,43,43,45,44,48,43,42,49,49,50,44,44,44,50,47,45,47,46,43,45,47,50,43,41,47,46,48,47,45,51,44,42,42,42,41,44,46,46,45,42,55,40,43,44,41,43,45,43,45,47,43,43,51,54,53,48,43,45,45,44,42,44,44,45,44,49,42,38,48,50,52,45,41,45,41,13,17,13,8,11,8,11,15,18,15,14,18,19,14,22,20,22,16,19,21,11,11,26,25,19,22,18,17,19,17,20,23,20,20,22,19,22,19,18,20,24,24,24,18,14,15,16,17,19,10,11,10,10,19,28,27,22,21,27,26,14,0,15,18,14,16,19,19,14,24,37,17,28,26,22,31,35,31,28,22,19,20,34,26,21,24,24,22,22,24,22,25,24,21,23,26,18,17,19,20,19,24,24,26,28,23,23,23,19,20,18,21,21,20,19,21,20,20,21,22,24,21,21,21,18,22,22,22,20,23,24,24,21,18,20,22,22,25,21,21,21,21,27,21,28,38,67,77,69,72,71,76,77,76,78,79,78,81,80,84,82,86,83,83,85,84,80,82,81,80,81,80,57,68,65,46
A/Seoul/1287/2018,60,55,58,62,50,51,50,50,52,51,55,50,49,56,56,57,51,51,51,57,54,52,54,53,50,52,52,55,50,48,54,53,55,54,52,58,51,49,49,49,48,51,53,53,52,49,63,47,50,51,48,50,52,50,52,54,50,50,58,61,60,55,50,52,52,51,49,51,51,52,51,56,49,45,55,57,59,52,48,52,48,18,22,18,13,16,7,16,20,23,20,19,23,24,21,27,25,27,21,24,28,18,18,31,30,24,27,23,22,24,22,25,28,25,25,27,22,27,24,23,23,29,29,29,23,17,20,21,22,24,15,16,9,15,24,33,32,27,26,32,27,17,15,0,23,19,21,24,24,19,29,42,22,33,31,27,36,40,38,35,29,26,27,41,33,28,31,31,29,29,31,29,32,29,28,30,33,25,24,26,27,26,31,31,33,35,30,30,30,26,27,25,28,28,27,26,28,27,27,28,29,31,28,28,28,25,29,29,29,27,30,31,31,28,25,27,29,29,32,28,28,28,26,34,28,35,41,70,82,74,77,76,81,82,81,83,84,83,86,85,89,87,91,88,88,90,89,85,87,86,85,86,83,60,71,68,49
A/Italy/9065/2019,65,60,63,67,53,54,53,53,53,54,58,53,52,55,57,58,54,54,54,60,57,55,57,56,53,55,57,60,53,51,57,56,56,57,55,59,54,52,51,51,51,53,55,55,55,52,66,50,53,54,51,53,55,53,55,57,53,53,59,62,61,58,53,55,55,54,52,54,54,55,54,59,52,48,58,60,62,55,51,55,51,21,25,21,16,19,16,19,23,26,23,22,26,27,24,30,28,28,24,27,15,21,21,34,17,27,30,26,25,27,25,28,31,28,28,28,27,30,25,26,28,30,30,30,26,22,23,24,25,27,18,19,18,18,27,36,35,30,29,35,34,22,18,23,0,22,24,25,25,22,28,43,25,36,34,30,37,41,41,38,32,29,30,44,36,31,32,34,32,31,34,32,35,34,31,33,36,28,27,29,30,29,34,34,36,38,33,33,33,29,30,28,31,31,30,29,29,28,28,29,32,34,31,31,31,28,32,32,32,30,33,34,34,31,28,30,32,32,35,29,31,31,31,37,31,38,42,73,87,79,82,81,86,87,86,88,89,88,91,90,94,92,96,93,93,95,94,90,92,91,88,89,88,65,74,73,54
A/England/8122/2019,60,55,58,62,48,49,48,48,50,49,53,48,47,54,54,55,49,49,49,55,52,50,52,51,48,50,52,55,48,46,52,51,53,52,50,56,49,47,47,47,46,49,51,51,49,46,61,45,48,49,46,48,50,48,50,52,48,48,56,59,58,53,48,50,50,49,47,49,49,50,49,54,47,43,53,53,57,50,46,50,46,13,17,13,10,13,12,15,19,19,15,12,18,19,16,16,14,16,10,21,27,17,17,29,29,23,26,22,21,23,21,22,27,24,24,26,23,26,13,18,24,27,27,27,22,18,13,16,17,21,10,11,14,12,20,29,28,23,22,28,27,18,14,19,22,0,4,13,13,8,18,40,17,30,28,24,25,29,37,34,28,25,26,40,32,27,30,30,28,28,30,27,31,30,27,29,32,24,23,25,26,25,30,30,32,32,29,29,29,25,26,24,27,27,26,25,27,26,26,27,28,30,27,27,27,24,28,28,28,26,29,28,30,27,24,26,28,28,31,27,27,27,27,33,27,34,39,70,79,71,74,73,78,79,78,80,81,80,83,82,86,84,88,85,85,87,86,82,84,83,82,81,80,57,69,66,47
A/Germany/9482/2019,62,57,60,64,50,51,50,50,52,51,55,50,49,56,56,57,51,51,51,57,54,52,54,53,50,52,54,57,50,48,54,53,55,54,52,58,51,49,49,49,48,51,53,53,51,48,63,47,50,51,48,50,52,50,52,54,50,50,58,61,60,55,50,52,52,51,49,51,51,52,51,56,49,45,55,57,59,51,48,52,48,15,19,15,12,15,14,17,21,21,17,14,20,21,18,18,16,18,12,23,29,19,19,31,31,25,28,24,23,25,23,24,29,26,26,28,25,28,15,20,26,29,29,29,24,20,15,18,19,23,12,13,16,14,22,31,30,25,24,30,29,19,16,21,24,4,0,15,15,10,20,42,19,32,30,26,27,31,39,36,30,27,28,42,34,29,32,32,30,29,32,29,33,32,29,31,34,26,25,27,28,27,32,32,34,34,31,31,31,27,28,26,29,29,28,27,29,28,28,29,30,32,29,29,29,26,30,30,30,28,31,30,32,29,26,28,30,30,33,29,29,29,29,35,29,36,41,70,81,73,76,75,80,81,80,82,83,82,85,84,88,86,90,87,87,89,88,84,86,85,84,82,81,59,71,68,48
A/England/8581/2019,66,61,64,68,54,55,54,54,56,55,59,54,53,60,60,61,55,55,55,61,56,56,58,57,54,54,58,61,54,52,58,57,59,58,54,62,53,53,53,53,52,55,57,57,53,51,67,51,54,55,52,54,56,54,56,58,54,54,62,65,64,59,54,56,56,55,53,55,55,56,53,60,53,49,59,61,63,56,52,56,52,18,22,18,15,18,17,20,24,25,20,17,23,24,21,9,7,17,11,26,30,22,22,35,30,28,31,27,26,28,26,27,32,29,27,31,28,29,6,23,29,33,33,33,27,23,16,19,20,24,15,16,19,17,26,35,34,29,28,34,33,23,19,24,25,13,15,0,14,9,19,45,22,35,33,29,26,30,42,39,33,30,31,45,37,32,35,35,33,33,35,32,36,35,32,34,37,29,28,30,31,30,35,35,37,39,34,34,34,30,31,29,32,32,31,30,32,31,31,32,33,35,32,32,32,29,33,33,33,31,34,33,35,31,29,31,33,33,36,32,32,31,32,38,32,37,44,76,85,77,80,79,84,85,84,86,87,86,89,88,92,90,94,91,91,93,92,88,90,89,88,85,84,63,75,72,53
A/Germany/7830/2018,64,59,62,66,54,55,54,54,56,55,59,54,53,60,60,61,55,55,55,61,58,56,58,57,54,56,58,61,54,52,58,57,59,58,56,62,55,53,53,53,52,55,57,57,54,51,67,51,54,55,52,54,56,54,56,58,54,54,62,65,64,59,54,56,56,55,53,55,55,56,55,60,53,49,59,59,63,56,52,56,52,18,22,18,15,18,17,20,24,25,20,17,23,24,21,17,15,13,11,26,30,22,22,35,32,28,31,25,26,28,26,27,32,29,29,31,28,31,12,23,29,31,31,31,25,23,18,21,22,24,15,16,19,17,26,33,32,27,26,32,31,23,19,24,25,13,15,14,0,9,13,46,20,33,31,29,22,26,40,37,31,28,29,43,35,30,33,33,31,30,33,30,34,33,30,32,35,27,26,28,29,28,31,33,35,37,32,32,32,28,29,27,30,30,29,28,30,29,29,30,31,33,30,30,30,27,31,31,31,29,32,31,33,30,27,29,31,31,34,30,30,29,30,36,30,37,42,74,85,77,80,79,84,85,84,84,85,84,89,88,92,90,94,91,91,93,92,88,90,89,86,87,86,63,71,70,53
A/Turkey/8543/2019,61,56,59,63,47,48,47,47,49,48,52,47,46,53,53,54,48,48,48,54,51,49,51,50,47,49,51,54,47,45,51,50,52,51,49,55,48,48,48,48,47,50,52,52,49,46,60,44,47,48,45,47,49,47,49,51,47,47,55,58,57,52,47,49,49,48,46,48,48,49,48,53,48,44,51,54,56,51,45,51,47,13,17,13,10,13,12,15,19,20,15,12,18,19,16,12,10,12,6,21,27,17,17,30,29,23,26,22,21,23,21,22,27,24,24,26,23,26,9,18,24,28,28,28,22,18,13,16,17,21,10,11,14,12,21,30,29,24,23,29,28,18,14,19,22,8,10,9,9,0,14,41,17,30,28,24,21,25,37,34,28,25,26,40,32,27,30,30,28,28,30,27,31,30,27,29,32,24,23,25,26,25,30,30,32,34,29,29,29,25,26,24,27,27,26,25,27,26,26,27,28,30,27,27,27,24,28,28,28,26,29,28,30,27,24,26,28,28,31,27,27,26,27,33,27,34,39,71,80,72,75,74,79,80,79,81,82,81,84,83,87,85,89,86,86,88,87,83,85,84,83,82,81,58,70,67,48
A/Germany/9669/2019,71,66,69,73,59,60,57,59,61,60,64,59,58,65,65,66,60,60,60,66,63,59,63,62,59,61,63,66,59,57,63,62,64,63,61,67,60,56,58,58,57,60,62,62,59,56,72,56,59,60,57,59,61,59,61,63,59,59,67,70,69,64,59,61,61,60,58,60,60,61,60,65,58,54,64,64,68,61,57,61,57,23,27,23,20,23,22,25,29,30,25,22,28,29,26,22,20,16,16,31,35,27,27,40,37,33,36,30,31,33,31,32,37,34,34,36,33,36,17,28,34,36,36,36,30,28,23,26,27,29,20,21,24,22,31,38,37,32,31,37,36,28,24,29,28,18,20,19,13,14,0,51,27,40,38,32,23,27,45,42,36,33,34,46,40,35,38,38,36,35,38,35,39,38,35,37,40,32,31,33,34,33,36,38,40,42,37,37,37,33,34,32,35,35,34,33,35,34,34,35,36,38,35,35,35,32,36,36,36,34,37,36,38,35,32,34,36,36,39,35,33,34,35,41,35,42,47,78,88,80,83,82,87,88,87,89,90,89,90,91,95,93,97,94,94,96,95,91,93,92,89,90,89,66,78,77,58
